id,title_en,title_es,current_type,current_route,current_level,current_domain,learning_objective,actual_user_action,estimated_minutes,prerequisites,related_concepts,primary_sources,images,interactive_elements,technical_accuracy_status,content_depth,cognitive_load,duplication_candidates,target_route,target_stage,target_type,recommended_action,migration_notes,confidence
checkpoint:chk-cloud-platform-l3,cloud-platform L3 checkpoint,Checkpoint cloud-platform L3,checkpoint,/[locale]/checkpoint/chk-cloud-platform-l3,L3,cloud-platform,Demonstrate the level's judgment before ascending,graded-decision,10,shared-responsibility-in-practice|regions-azs-and-blast-radius|managed-service-tax|iam-least-privilege-mechanics|cloud-cost-as-a-design-signal,,,,,sourced-via-concepts,5,166,,shared-foundations,F1,capability-checkpoint,REWRITE,"Keep the id and the item bank; add a diagnose/design/transfer stage so the gate measures a bundle, not recall of one level.",high
checkpoint:chk-cloud-platform-l4,cloud-platform L4 checkpoint,Checkpoint cloud-platform L4,checkpoint,/[locale]/checkpoint/chk-cloud-platform-l4,L4,cloud-platform,Demonstrate the level's judgment before ascending,graded-decision,12,compute-selection-as-a-tradeoff|autoscaling-is-a-control-loop|cold-start-and-warm-path-economics|private-network-paths-and-egress|infrastructure-as-code-as-a-contract|commitment-based-discounts,,,,,sourced-via-concepts,6,190,,shared-foundations,F1,capability-checkpoint,REWRITE,"Keep the id and the item bank; add a diagnose/design/transfer stage so the gate measures a bundle, not recall of one level.",high
checkpoint:chk-cloud-platform-l5,cloud-platform L5 checkpoint,Checkpoint cloud-platform L5,checkpoint,/[locale]/checkpoint/chk-cloud-platform-l5,L5,cloud-platform,Demonstrate the level's judgment before ascending,graded-decision,12,cell-based-architecture|shuffle-sharding-and-poison-tenants|static-stability-and-control-plane-dependence|multi-region-honesty|managed-data-platform-choices|landing-zone-and-account-boundaries,,,,,sourced-via-concepts,6,184,,shared-foundations,F2,capability-checkpoint,REWRITE,"Keep the id and the item bank; add a diagnose/design/transfer stage so the gate measures a bundle, not recall of one level.",high
checkpoint:chk-cloud-platform-l6,cloud-platform L6 checkpoint,Checkpoint cloud-platform L6,checkpoint,/[locale]/checkpoint/chk-cloud-platform-l6,L6,cloud-platform,Demonstrate the level's judgment before ascending,graded-decision,10,guardrails-over-gatekeeping|platform-as-product-paved-roads|finops-as-engineering|verified-resilience-gamedays|cloud-security-program-at-scale,,,,,sourced-via-concepts,5,141,,shared-foundations,F3,capability-checkpoint,REWRITE,"Keep the id and the item bank; add a diagnose/design/transfer stage so the gate measures a bundle, not recall of one level.",high
checkpoint:chk-cloud-platform-l7,cloud-platform L7 checkpoint,Checkpoint cloud-platform L7,checkpoint,/[locale]/checkpoint/chk-cloud-platform-l7,L7,cloud-platform,Demonstrate the level's judgment before ascending,graded-decision,8,cloud-strategy-and-lock-in-math|capability-vs-cost-portfolio|org-wide-reliability-as-risk|migration-as-a-multi-year-program,,,,,sourced-via-concepts,4,108,,shared-foundations,F3,capability-checkpoint,REWRITE,"Keep the id and the item bank; add a diagnose/design/transfer stage so the gate measures a bundle, not recall of one level.",high
build:build-scale-read-heavy,Scale a read-heavy web tier,Escala una capa web con muchas lecturas,build-challenge,/[locale]/build#build-scale-read-heavy,,general,"Reads dominate 20:1. Assemble a tier that scales out horizontally: put stateless app servers behind a load balancer, add a cache in front of the database, and keep sessions out of the app servers.",assemble-architecture,8,horizontal-vs-vertical-scaling,horizontal-vs-vertical-scaling,,,architect-builder,graded-topology,12,34,,shared-foundations,,lab,KEEP,Already a §6.4 Architecture Assembly lab.,high
build:build-read-replicas,Offload reads with replicas,Descarga lecturas con réplicas,build-challenge,/[locale]/build#build-read-replicas,,general,"Writes go to the primary; reads can be served by replicas. Route writes to the primary and reads to a replica, and replicate primary → replica. Don't send writes to a replica.",assemble-architecture,8,replication-and-sharding-tradeoffs,replication-and-sharding-tradeoffs,,,architect-builder,graded-topology,7,32,,shared-foundations,,lab,KEEP,Already a §6.4 Architecture Assembly lab.,high
build:build-async-queue,Decouple a slow job with a queue,Desacopla un trabajo lento con una cola,build-challenge,/[locale]/build#build-async-queue,,general,"A slow task (video encode, email blast) shouldn't block the request. Put a queue between the producer API and a worker, so the API returns fast and the worker processes off the queue.",assemble-architecture,8,async-messaging-when-to-queue,async-messaging-when-to-queue,,,architect-builder,graded-topology,7,33,,shared-foundations,,lab,KEEP,Already a §6.4 Architecture Assembly lab.,high
build:build-event-driven,Fan out with events,Propaga con eventos,build-challenge,/[locale]/build#build-event-driven,,general,"One action (order placed) must trigger several independent reactions (email, inventory, analytics). Publish one event to a broker and let each consumer subscribe — don't have the order service call each one directly.",assemble-architecture,8,event-driven-architecture-tradeoffs,event-driven-architecture-tradeoffs,,,architect-builder,graded-topology,12,33,,shared-foundations,,lab,KEEP,Already a §6.4 Architecture Assembly lab.,high
build:build-rag-system,Assemble a production RAG path,Arma una ruta RAG de producción,build-challenge,/[locale]/build#build-rag-system,,ai,"Build the query path for retrieval-augmented generation: embed the query, retrieve candidates from a vector index, rerank them, then pass the top context to the LLM. The index is filled offline by a chunk-and-embed pipeline over your documents.",assemble-architecture,8,rag-as-system,rag-as-system,,,architect-builder,graded-topology,13,38,,ai-architect,,lab,KEEP,Already a §6.4 Architecture Assembly lab.,high
build:build-strangler-migration,Migrate safely with a strangler,Migra con seguridad usando un estrangulador,build-challenge,/[locale]/build#build-strangler-migration,,general,You're replacing a legacy system without a big-bang cutover. Put a routing façade in front; it sends already-migrated traffic to the new system and everything else to the legacy one. Route through the façade — never let clients call the two systems directly.,assemble-architecture,8,leading-large-scale-migrations-system,leading-large-scale-migrations-system,,,architect-builder,graded-topology,8,43,,staff-engineer,,lab,KEEP,Already a §6.4 Architecture Assembly lab.,high
resource:3blue1brown-neural-networks,Neural Networks (3Blue1Brown),Neural Networks (3Blue1Brown),reading-resource,/[locale]/resources#3blue1brown-neural-networks,L3,ai-engineering,"Builds real geometric intuition for gradients, embeddings and attention, so later reading feels like recognition rather than memorisation.",open-external,0,,fm-behavior-nondeterminism,https://www.3blue1brown.com/topics/neural-networks,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:answer-ai,Answer.AI,Answer.AI,reading-resource,/[locale]/resources#answer-ai,L5,ai-engineering,"A small R&D lab publishing practical results on doing more with less compute, a useful counterweight to scale-only thinking.",open-external,0,,,https://www.answer.ai/index.html,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:anthropic-building-effective-agents,Building Effective Agents,Building Effective Agents,reading-resource,/[locale]/resources#anthropic-building-effective-agents,L4,ai-engineering,"Names the workflow patterns — chaining, routing, orchestrator-workers, evaluator-optimiser — and argues for the simplest one that works, which kills most over-engineered agent proposals.",open-external,0,,agency-spectrum|concrete-agent-orchestration-patterns-and|tools-function-calling,https://www.anthropic.com/engineering/building-effective-agents,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:anthropic-claude-cookbooks,Anthropic Claude Cookbooks,Anthropic Claude Cookbooks,reading-resource,/[locale]/resources#anthropic-claude-cookbooks,L4,ai-engineering,"Runnable notebooks for tool use, retrieval, sub-agents and evaluation straight from the model provider, which shortens the distance between an idea and a tested prototype.",open-external,0,,prompting-as-incontext|tools-function-calling,https://github.com/anthropics/claude-cookbooks,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:anthropic-context-engineering,Effective Context Engineering for AI Agents,Effective Context Engineering for AI Agents,reading-resource,/[locale]/resources#anthropic-context-engineering,L5,ai-engineering,"Reframes the context window as a finite attention budget and gives you compaction, note-taking and sub-agents as the levers for long-horizon work.",open-external,0,,concrete-agent-orchestration-patterns-and|prompting-as-incontext,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:arize-phoenix,Arize Phoenix,Arize Phoenix,reading-resource,/[locale]/resources#arize-phoenix,L5,ai-engineering,"Local-first tracing and evaluation over OpenTelemetry, useful for inspecting agent traces span by span when a run went wrong and nobody knows why.",open-external,0,,ai-observability,https://github.com/Arize-ai/phoenix,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:attention-is-all-you-need,Attention Is All You Need,Attention Is All You Need,reading-resource,/[locale]/resources#attention-is-all-you-need,L3,ai-engineering,"The paper the whole field runs on, and reading it yourself is how you learn which of today's assumptions were design choices rather than laws.",open-external,0,,,https://arxiv.org/abs/1706.03762,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:aws-bedrock-agentcore-docs,Amazon Bedrock AgentCore — Developer Guide,Amazon Bedrock AgentCore — Developer Guide,reading-resource,/[locale]/resources#aws-bedrock-agentcore-docs,L5,ai-engineering,"Shows what a cloud vendor now considers the mandatory primitives for production agents — runtime, identity, gateway, memory, policy, observability, evaluations — which is a useful checklist even if you build it yourself.",open-external,0,,ai-architecture-guardrails|ai-observability|mcp-integration,https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/what-is-bedrock-agentcore.html,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:aws-bedrock-docs,Amazon Bedrock — Documentation Overview,Amazon Bedrock — Documentation Overview,reading-resource,/[locale]/resources#aws-bedrock-docs,L4,ai-engineering,"The authoritative reference for multi-model access, guardrails and the Converse API, which is where most enterprise AI work on AWS actually has to land.",open-external,0,,ai-architecture-guardrails,https://docs.aws.amazon.com/bedrock/latest/userguide/what-is-bedrock.html,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:berkeley-llm-agents-course,Advanced LLM Agents (Berkeley MOOC),Advanced LLM Agents (Berkeley MOOC),reading-resource,/[locale]/resources#berkeley-llm-agents-course,L5,ai-engineering,"Free lectures from the researchers defining agent reasoning, safety and benchmarks, so your agent designs cite evidence and not blog posts.",open-external,0,,,https://llmagents-learning.org/sp25,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:chip-huyen-agents,Agents,Agents,reading-resource,/[locale]/resources#chip-huyen-agents,L4,ai-engineering,"Breaks agents down into planning, tool use and failure modes with enough rigour that you can tell a real design from a demo.",open-external,0,,agency-spectrum,https://huyenchip.com/2025/01/07/agents.html,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:chip-huyen-blog,Chip Huyen — Blog,Chip Huyen — Blog,reading-resource,/[locale]/resources#chip-huyen-blog,L5,ai-engineering,"System-level writing on AI infrastructure and product from someone who has built the platforms, which is the altitude a staff engineer is expected to reason at.",open-external,0,,,https://huyenchip.com/blog/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:chip-huyen-genai-platform,Building A Generative AI Platform,Building A Generative AI Platform,reading-resource,/[locale]/resources#chip-huyen-genai-platform,L5,ai-engineering,"Lays out the full reference architecture of a GenAI platform layer by layer, so you can see which pieces your org is missing before you propose building them.",open-external,0,,ai-architecture-guardrails|ai-observability|unit-economics-at-scale,https://huyenchip.com/2024/07/25/genai-platform.html,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:chroma-research,Chroma Research,Chroma Research,reading-resource,/[locale]/resources#chroma-research,L4,ai-engineering,"Empirical studies on chunking, context rot and retrieval evaluation that replace guesswork in your RAG design with measurements.",open-external,0,,rag-as-system|rag-retrieval-quality,https://www.trychroma.com/research,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:crewai,CrewAI,CrewAI,reading-resource,/[locale]/resources#crewai,L4,ai-engineering,A role-and-task multi-agent framework worth studying to understand both the appeal of agent teams and where that abstraction leaks.,open-external,0,,,https://github.com/crewAIInc/crewAI,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:deepeval,DeepEval,DeepEval,reading-resource,/[locale]/resources#deepeval,L4,ai-engineering,"Puts LLM evaluation into a pytest-shaped harness, which is how evals stop being a notebook ritual and start blocking bad releases in CI.",open-external,0,,eval-driven-dev|llm-judge|test-strategy-for-a-feature,https://github.com/confident-ai/deepeval,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:deeplearning-ai-courses,DeepLearning.AI Short Courses,DeepLearning.AI Short Courses,reading-resource,/[locale]/resources#deeplearning-ai-courses,L3,ai-engineering,A large catalogue of one-hour vendor-built courses that is the fastest way to get working familiarity with a tool you must evaluate this week.,open-external,0,,,https://www.deeplearning.ai/courses/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:dspy,DSPy,DSPy,reading-resource,/[locale]/resources#dspy,L5,ai-engineering,"Reframes prompting as a compiled, optimisable program against a metric, which is the strongest available cure for hand-tuned prompt sprawl.",open-external,0,,eval-first-mindset|prompting-as-incontext,https://github.com/stanfordnlp/dspy,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:eu-ai-act-timeline,EU AI Act — Implementation Timeline,EU AI Act — Implementation Timeline,reading-resource,/[locale]/resources#eu-ai-act-timeline,L6,ai-engineering,"Tells you which obligations are already in force and which arrive next, which is the difference between planning a roadmap and being surprised by a deadline.",open-external,0,,ai-governance-responsible-ai-program,https://artificialintelligenceact.eu/implementation-timeline/,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:eugene-yan-evals,Task-Specific LLM Evals That Do & Don't Work,Task-Specific LLM Evals That Do & Don't Work,reading-resource,/[locale]/resources#eugene-yan-evals,L4,ai-engineering,"Gives you a concrete menu of eval metrics per task type and tells you which ones quietly mislead you, so you stop reporting numbers that don't predict production quality.",open-external,0,,eval-driven-dev|eval-first-mindset|llm-judge,https://eugeneyan.com/writing/evals/,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:eugene-yan-writing,Eugene Yan — Writing,Eugene Yan — Writing,reading-resource,/[locale]/resources#eugene-yan-writing,L4,ai-engineering,"A working ML/AI lead writes up the boring-but-decisive parts of shipping AI systems — data, evals, design reviews, career judgement — in a form you can copy at work tomorrow.",open-external,0,,,https://eugeneyan.com/writing/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:graphiti,Graphiti,Graphiti,reading-resource,/[locale]/resources#graphiti,L5,ai-engineering,"Temporal knowledge graphs for agent memory, the sharpest available example of handling facts that change over time rather than embedding them once.",open-external,0,,rag-as-system,https://github.com/getzep/graphiti,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:graphrag,GraphRAG,GraphRAG,reading-resource,/[locale]/resources#graphrag,L5,ai-engineering,"A concrete implementation of knowledge-graph retrieval with published indexing costs, which lets you judge honestly whether your corpus justifies the extra machinery.",open-external,0,,rag-retrieval-quality,https://github.com/microsoft/graphrag,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:hamel-evals,Your AI Product Needs Evals,Your AI Product Needs Evals,reading-resource,/[locale]/resources#hamel-evals,L4,ai-engineering,"The clearest argument that an eval loop — not a better prompt — is the thing that actually makes an LLM product improve, plus the mechanics of building one.",open-external,0,,eval-driven-dev|eval-first-mindset|llm-judge,https://hamel.dev/blog/posts/evals/,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:hf-agents-course,Hugging Face Agents Course,Hugging Face Agents Course,reading-resource,/[locale]/resources#hf-agents-course,L3,ai-engineering,"A hands-on path from a bare tool-calling loop to an evaluated agent, useful as the onboarding track you hand to your team.",open-external,0,,tools-function-calling,https://huggingface.co/learn/agents-course/unit0/introduction,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:huggingface-blog,Hugging Face Blog,Hugging Face Blog,reading-resource,/[locale]/resources#huggingface-blog,L3,ai-engineering,"The widest feed of reproducible open-model recipes, so you can try an idea locally before committing your team to a vendor.",open-external,0,,,https://huggingface.co/blog,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:illustrated-transformer,The Illustrated Transformer,The Illustrated Transformer,reading-resource,/[locale]/resources#illustrated-transformer,L3,ai-engineering,"The visual explanation that finally makes attention click, and the shared reference you can point teammates to instead of the paper.",open-external,0,,fm-behavior-nondeterminism,https://jalammar.github.io/illustrated-transformer/,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:inspect-ai,Inspect AI,Inspect AI,reading-resource,/[locale]/resources#inspect-ai,L6,ai-engineering,"A government safety institute's evaluation framework, which shows you what auditable, reviewable evaluation looks like when the results have to survive scrutiny.",open-external,0,,ai-governance-responsible-ai-program|eval-as-org-capability,https://github.com/UKGovernmentBEIS/inspect_ai,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:interconnects,Interconnects,Interconnects,reading-resource,/[locale]/resources#interconnects,L5,ai-engineering,"Post-training and open-model analysis from inside the research community, so you understand why models behave the way they do rather than just that they do.",open-external,0,,,https://www.interconnects.ai/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:jxnl-systematically-improving-rag,Systematically Improving Your RAG,Systematically Improving Your RAG,reading-resource,/[locale]/resources#jxnl-systematically-improving-rag,L4,ai-engineering,Turns 'our RAG is bad' into a measurable pipeline of retrieval and generation experiments with a clear order of operations.,open-external,0,,rag-as-system|rag-retrieval-quality,https://jxnl.co/writing/2024/05/22/systematically-improving-your-rag/,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:kaggle-prompt-engineering-whitepaper,Prompt Engineering Whitepaper (Google/Kaggle),Prompt Engineering Whitepaper (Google/Kaggle),reading-resource,/[locale]/resources#kaggle-prompt-engineering-whitepaper,L3,ai-engineering,"A disciplined catalogue of prompting techniques with sampling parameters and pitfalls, the document to standardise on so your team stops inventing folklore.",open-external,0,,prompting-as-incontext,https://www.kaggle.com/whitepaper-prompt-engineering,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:karpathy-deep-dive-llms,Deep Dive into LLMs like ChatGPT,Deep Dive into LLMs like ChatGPT,reading-resource,/[locale]/resources#karpathy-deep-dive-llms,L4,ai-engineering,"A single sitting that connects pretraining, post-training and inference into one coherent story you can then explain to executives.",open-external,0,,finetune-vs-prompt|fm-behavior-nondeterminism,https://www.youtube.com/watch?v=7xTGNNLPyMI,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:karpathy-lets-build-gpt,"Let's build GPT: from scratch, in code, spelled out","Let's build GPT: from scratch, in code, spelled out",reading-resource,/[locale]/resources#karpathy-lets-build-gpt,L3,ai-engineering,Two hours that turn the transformer from a diagram into code you have personally run and broken.,open-external,0,,fm-behavior-nondeterminism,https://www.youtube.com/watch?v=kCc8FmEb1nY,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:karpathy-zero-to-hero,Neural Networks: Zero to Hero,Neural Networks: Zero to Hero,reading-resource,/[locale]/resources#karpathy-zero-to-hero,L3,ai-engineering,"You type out backprop, a tokeniser and a GPT from nothing, which removes the last places where you were trusting a framework blindly.",open-external,0,,,https://www.youtube.com/playlist?list=PLAqhIrjkxbuWI23v9cThsA9GvCAUhRvKZ,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:langchain-blog,LangChain Blog,LangChain Blog,reading-resource,/[locale]/resources#langchain-blog,L4,ai-engineering,Vendor-flavoured but genuinely current reporting on agent architecture patterns and what teams are actually deploying.,open-external,0,,,https://www.langchain.com/blog/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:langfuse,Langfuse,Langfuse,reading-resource,/[locale]/resources#langfuse,L5,ai-engineering,"Open-source tracing, prompt management and cost accounting for LLM apps, giving you the production evidence that eval and budget arguments need.",open-external,0,,ai-observability|cost-latency-per-request|unit-economics-at-scale,https://github.com/langfuse/langfuse,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:langgraph,LangGraph,LangGraph,reading-resource,/[locale]/resources#langgraph,L4,ai-engineering,"A graph-based agent runtime with checkpointing and human-in-the-loop, the concrete answer to how you make a long-running agent resumable.",open-external,0,,concrete-agent-orchestration-patterns-and,https://github.com/langchain-ai/langgraph,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:latent-space,Latent Space,Latent Space,reading-resource,/[locale]/resources#latent-space,L4,ai-engineering,"Long interviews with the people building AI products, which is the fastest way to absorb the industry's current vocabulary and open problems.",open-external,0,,,https://www.latent.space/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:lilian-weng-agents,LLM Powered Autonomous Agents,LLM Powered Autonomous Agents,reading-resource,/[locale]/resources#lilian-weng-agents,L4,ai-engineering,"The reference decomposition of an agent into planning, memory and tool use that most of the field still argues in terms of.",open-external,0,,agency-spectrum|concrete-agent-orchestration-patterns-and,https://lilianweng.github.io/posts/2023-06-23-agent/,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:lilian-weng-hallucination,Extrinsic Hallucinations in LLMs,Extrinsic Hallucinations in LLMs,reading-resource,/[locale]/resources#lilian-weng-hallucination,L4,ai-engineering,"Explains where hallucination actually comes from and which mitigations have evidence behind them, so your grounding strategy stops being folklore.",open-external,0,,fm-behavior-nondeterminism|rag-retrieval-quality,https://lilianweng.github.io/posts/2024-07-07-hallucination/,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:lilian-weng-reward-hacking,Reward Hacking in Reinforcement Learning,Reward Hacking in Reinforcement Learning,reading-resource,/[locale]/resources#lilian-weng-reward-hacking,L5,ai-engineering,"Shows how systems optimise the metric instead of the goal, which is exactly how your LLM-as-judge and your internal KPIs get gamed.",open-external,0,,delivery-metrics-without-goodhart|llm-judge,https://lilianweng.github.io/posts/2024-11-28-reward-hacking/,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:litellm,LiteLLM,LiteLLM,reading-resource,/[locale]/resources#litellm,L5,ai-engineering,"A model gateway with routing, fallbacks, budgets and key management — the layer that turns 'which provider?' from a rewrite into a config change.",open-external,0,,ai-architecture-guardrails|build-buy-model-strategy|unit-economics-at-scale,https://github.com/BerriAI/litellm,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:llama-cpp,llama.cpp,llama.cpp,reading-resource,/[locale]/resources#llama-cpp,L4,ai-engineering,"Shows how far quantisation and CPU/GPU tricks can take you on ordinary hardware, which reshapes what you consider possible on-premise or at the edge.",open-external,0,,build-buy-model-strategy|cost-latency-per-request,https://github.com/ggml-org/llama.cpp,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:llms-from-scratch,LLMs from Scratch,LLMs from Scratch,reading-resource,/[locale]/resources#llms-from-scratch,L3,ai-engineering,"Chapter-by-chapter code for building and fine-tuning a GPT yourself, the sturdiest way to make your transformer knowledge non-negotiable.",open-external,0,,data-curation-finetuning-evals|finetune-vs-prompt,https://github.com/rasbt/LLMs-from-scratch,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:mcp-python-sdk,MCP Python SDK,MCP Python SDK,reading-resource,/[locale]/resources#mcp-python-sdk,L4,ai-engineering,"The library you will actually build internal tool servers with, and the place the protocol's rough edges become visible.",open-external,0,,mcp-integration,https://github.com/modelcontextprotocol/python-sdk,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:mcp-servers,MCP Reference Servers,MCP Reference Servers,reading-resource,/[locale]/resources#mcp-servers,L4,ai-engineering,"Real server implementations that show what good tool boundaries, naming and permissions look like before you expose your own systems to an agent.",open-external,0,,mcp-integration|tools-function-calling,https://github.com/modelcontextprotocol/servers,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:mcp-specification,Model Context Protocol — Specification,Model Context Protocol — Specification,reading-resource,/[locale]/resources#mcp-specification,L4,ai-engineering,"The authoritative protocol text, including its consent and tool-safety requirements, which you need before you let any agent touch internal systems.",open-external,0,,mcp-integration,https://modelcontextprotocol.io/specification/latest,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:mem0,mem0,mem0,reading-resource,/[locale]/resources#mem0,L4,ai-engineering,"A memory layer for agents that forces you to decide explicitly what gets written, retrieved and forgotten instead of hoping the context window handles it.",open-external,0,,rag-as-system,https://github.com/mem0ai/mem0,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:modal-blog,Modal Blog,Modal Blog,reading-resource,/[locale]/resources#modal-blog,L5,ai-engineering,"GPU infrastructure, cold starts and serving economics explained by people who run it, which is where most AI cost surprises live.",open-external,0,,unit-economics-at-scale,https://modal.com/blog,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:nanochat,nanochat,nanochat,reading-resource,/[locale]/resources#nanochat,L5,ai-engineering,"A full ChatGPT-style pipeline — tokeniser, pretraining, fine-tuning, serving — small enough to read in an evening and expensive enough to teach you real cost intuition.",open-external,0,,data-curation-finetuning-evals|finetune-vs-prompt,https://github.com/karpathy/nanochat,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
